Stations_ID;Stations_Name;Parameter;Von_Datum;Bis_Datum;Anzahl_Fehlwerte;Beschreibung;eor;                                                                                                              
3126;Magdeburg;MX_FX;26.03.1971;11.04.1971;17;;eor;                                                                                                                                                     
3126;Magdeburg;MX_FX;13.04.1971;16.04.1971;4;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;18.04.1971;22.04.1971;5;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;25.04.1971;28.04.1971;4;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;30.04.1971;30.04.1971;1;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;03.05.1971;16.05.1971;14;;eor;                                                                                                                                                     
3126;Magdeburg;MX_FX;18.05.1971;01.06.1971;15;;eor;                                                                                                                                                     
3126;Magdeburg;MX_FX;03.06.1971;12.06.1971;10;;eor;                                                                                                                                                     
3126;Magdeburg;MX_FX;14.06.1971;15.06.1971;2;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;19.06.1971;20.06.1971;2;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;24.06.1971;25.06.1971;2;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;03.07.1971;14.07.1971;12;;eor;                                                                                                                                                     
3126;Magdeburg;MX_FX;18.07.1971;27.07.1971;10;;eor;                                                                                                                                                     
3126;Magdeburg;MX_FX;29.07.1971;02.08.1971;5;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;04.08.1971;06.08.1971;3;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;09.08.1971;10.08.1971;2;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;13.08.1971;13.08.1971;1;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;17.08.1971;20.08.1971;4;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;24.08.1971;24.08.1971;1;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;26.08.1971;26.08.1971;1;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;29.08.1971;29.08.1971;1;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;01.09.1971;01.09.1971;1;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;03.09.1971;03.09.1971;1;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;06.09.1971;08.09.1971;3;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;10.09.1971;12.09.1971;3;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;15.09.1971;03.10.1971;19;;eor;                                                                                                                                                     
3126;Magdeburg;MX_FX;05.10.1971;06.10.1971;2;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;09.10.1971;13.10.1971;5;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;15.10.1971;15.10.1971;1;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;17.10.1971;17.10.1971;1;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;24.10.1971;02.11.1971;10;;eor;                                                                                                                                                     
3126;Magdeburg;MX_FX;09.11.1971;09.11.1971;1;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;11.11.1971;13.11.1971;3;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;19.11.1971;20.11.1971;2;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;23.11.1971;24.11.1971;2;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;27.11.1971;03.12.1971;7;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;07.12.1971;07.12.1971;1;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;15.12.1971;15.12.1971;1;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;17.12.1971;18.12.1971;2;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;23.12.1971;23.12.1971;1;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;26.12.1971;27.12.1971;2;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;29.12.1971;29.12.1971;1;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;02.01.1972;02.01.1972;1;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;04.01.1972;10.01.1972;7;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;14.01.1972;14.01.1972;1;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;19.01.1972;26.01.1972;8;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;30.01.1972;01.02.1972;3;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;03.02.1972;03.02.1972;1;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;05.02.1972;05.02.1972;1;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;07.02.1972;11.02.1972;5;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;13.02.1972;15.02.1972;3;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;17.02.1972;03.03.1972;16;;eor;                                                                                                                                                     
3126;Magdeburg;MX_FX;06.03.1972;09.03.1972;4;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;14.03.1972;16.03.1972;3;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;18.03.1972;21.03.1972;4;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;25.03.1972;26.03.1972;2;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;01.04.1972;01.04.1972;1;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;09.04.1972;09.04.1972;1;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;12.04.1972;14.04.1972;3;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;16.04.1972;16.04.1972;1;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;18.04.1972;21.04.1972;4;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;25.04.1972;25.04.1972;1;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;02.05.1972;02.05.1972;1;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;04.05.1972;15.05.1972;12;;eor;                                                                                                                                                     
3126;Magdeburg;MX_FX;17.05.1972;20.05.1972;4;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;22.05.1972;24.05.1972;3;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;02.06.1972;05.06.1972;4;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;09.06.1972;19.06.1972;11;;eor;                                                                                                                                                     
3126;Magdeburg;MX_FX;21.06.1972;22.06.1972;2;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;24.06.1972;27.06.1972;4;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;29.06.1972;29.06.1972;1;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;02.07.1972;18.07.1972;17;;eor;                                                                                                                                                     
3126;Magdeburg;MX_FX;20.07.1972;23.07.1972;4;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;25.07.1972;25.07.1972;1;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;27.07.1972;03.08.1972;8;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;05.08.1972;13.08.1972;9;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;16.08.1972;17.08.1972;2;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;19.08.1972;19.08.1972;1;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;23.08.1972;23.08.1972;1;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;25.08.1972;31.08.1972;7;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;02.09.1972;09.09.1972;8;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;13.09.1972;22.09.1972;10;;eor;                                                                                                                                                     
3126;Magdeburg;MX_FX;25.09.1972;27.09.1972;3;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;29.09.1972;17.10.1972;19;;eor;                                                                                                                                                     
3126;Magdeburg;MX_FX;19.10.1972;19.10.1972;1;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;21.10.1972;21.10.1972;1;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;25.10.1972;04.11.1972;11;;eor;                                                                                                                                                     
3126;Magdeburg;MX_FX;07.11.1972;08.11.1972;2;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;17.11.1972;17.11.1972;1;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;23.11.1972;26.11.1972;4;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;30.11.1972;01.12.1972;2;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;03.12.1972;04.12.1972;2;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;08.12.1972;10.12.1972;3;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;12.12.1972;27.12.1972;16;;eor;                                                                                                                                                     
3126;Magdeburg;MX_FX;31.12.1972;02.01.1973;3;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;06.01.1973;07.01.1973;2;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;09.01.1973;09.01.1973;1;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;02.02.1973;02.02.1973;1;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;15.02.1973;15.02.1973;1;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;23.03.1973;23.03.1973;1;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;26.06.1973;26.06.1973;1;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;10.08.1973;10.08.1973;1;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;19.08.1973;19.08.1973;1;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;23.08.1973;24.08.1973;2;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;28.08.1973;28.08.1973;1;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;08.09.1973;08.09.1973;1;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;14.09.1973;14.09.1973;1;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;01.10.1973;01.10.1973;1;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;05.10.1973;06.10.1973;2;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;03.11.1973;03.11.1973;1;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;22.11.1973;22.11.1973;1;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;25.12.1973;25.12.1973;1;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;03.02.1974;04.02.1974;2;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;17.02.1974;17.02.1974;1;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;22.02.1974;22.02.1974;1;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;14.03.1974;14.03.1974;1;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;20.03.1974;20.03.1974;1;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;12.05.1974;12.05.1974;1;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;17.06.1974;17.06.1974;1;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;03.08.1974;03.08.1974;1;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;22.08.1974;22.08.1974;1;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;24.08.1974;25.08.1974;2;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;17.09.1974;17.09.1974;1;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;19.09.1974;19.09.1974;1;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;01.10.1974;01.10.1974;1;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;13.10.1974;13.10.1974;1;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;20.10.1974;20.10.1974;1;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;05.11.1974;07.11.1974;3;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;21.11.1974;21.11.1974;1;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;06.02.1975;06.02.1975;1;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;10.02.1975;11.02.1975;2;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;20.02.1975;20.02.1975;1;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;23.02.1975;23.02.1975;1;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;27.02.1975;27.02.1975;1;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;01.03.1975;02.03.1975;2;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;11.05.1975;11.05.1975;1;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;26.06.1975;26.06.1975;1;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;07.07.1975;07.07.1975;1;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;24.08.1975;24.08.1975;1;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;01.09.1975;01.09.1975;1;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;17.09.1975;17.09.1975;1;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;20.09.1975;20.09.1975;1;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;15.10.1975;15.10.1975;1;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;26.10.1975;26.10.1975;1;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;28.10.1975;28.10.1975;1;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;30.10.1975;01.11.1975;3;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;03.11.1975;03.11.1975;1;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;06.11.1975;07.11.1975;2;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;30.11.1975;30.11.1975;1;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;28.01.1976;28.01.1976;1;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;04.02.1976;04.02.1976;1;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;09.02.1976;09.02.1976;1;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;20.02.1976;22.02.1976;3;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;11.03.1976;11.03.1976;1;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;23.03.1976;24.03.1976;2;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;10.04.1976;10.04.1976;1;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;17.04.1976;17.04.1976;1;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;03.06.1976;05.06.1976;3;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;23.06.1976;24.06.1976;2;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;03.07.1976;03.07.1976;1;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;15.07.1976;15.07.1976;1;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;08.08.1976;08.08.1976;1;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;24.08.1976;25.08.1976;2;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;08.09.1976;08.09.1976;1;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;17.09.1976;21.09.1976;5;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;24.09.1976;24.09.1976;1;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;28.09.1976;28.09.1976;1;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;09.10.1976;09.10.1976;1;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;21.10.1976;22.10.1976;2;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;24.10.1976;26.10.1976;3;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;29.10.1976;29.10.1976;1;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;04.11.1976;04.11.1976;1;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;17.11.1976;18.11.1976;2;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;21.11.1976;21.11.1976;1;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;02.12.1976;02.12.1976;1;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;23.12.1976;23.12.1976;1;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;02.01.1977;05.01.1977;4;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;18.01.1977;18.01.1977;1;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;20.01.1977;20.01.1977;1;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;31.01.1977;31.01.1977;1;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;12.02.1977;12.02.1977;1;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;14.02.1977;14.02.1977;1;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;07.05.1977;07.05.1977;1;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;12.06.1977;12.06.1977;1;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;17.06.1977;18.06.1977;2;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;21.06.1977;21.06.1977;1;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;23.06.1977;23.06.1977;1;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;30.06.1977;30.06.1977;1;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;03.07.1977;03.07.1977;1;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;25.07.1977;25.07.1977;1;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;28.07.1977;28.07.1977;1;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;09.08.1977;09.08.1977;1;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;20.08.1977;20.08.1977;1;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;24.08.1977;24.08.1977;1;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;05.09.1977;05.09.1977;1;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;08.09.1977;08.09.1977;1;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;20.09.1977;22.09.1977;3;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;09.10.1977;10.10.1977;2;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;13.10.1977;14.10.1977;2;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;16.10.1977;16.10.1977;1;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;18.10.1977;20.10.1977;3;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;22.10.1977;22.10.1977;1;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;26.10.1977;26.10.1977;1;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;29.11.1977;29.11.1977;1;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;06.12.1977;06.12.1977;1;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;20.12.1977;20.12.1977;1;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;08.01.1978;08.01.1978;1;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;21.01.1978;21.01.1978;1;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;23.01.1978;23.01.1978;1;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;04.02.1978;04.02.1978;1;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;06.02.1978;06.02.1978;1;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;17.02.1978;17.02.1978;1;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;22.02.1978;22.02.1978;1;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;28.02.1978;02.03.1978;3;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;04.03.1978;04.03.1978;1;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;01.04.1978;01.04.1978;1;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;07.04.1978;07.04.1978;1;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;21.04.1978;22.04.1978;2;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;13.05.1978;13.05.1978;1;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;21.05.1978;21.05.1978;1;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;24.05.1978;25.05.1978;2;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;27.05.1978;27.05.1978;1;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;06.06.1978;06.06.1978;1;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;19.06.1978;19.06.1978;1;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;11.07.1978;11.07.1978;1;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;23.07.1978;23.07.1978;1;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;28.07.1978;28.07.1978;1;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;06.08.1978;06.08.1978;1;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;19.08.1978;19.08.1978;1;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;21.08.1978;22.08.1978;2;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;06.09.1978;06.09.1978;1;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;08.09.1978;08.09.1978;1;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;02.10.1978;03.10.1978;2;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;08.10.1978;11.10.1978;4;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;14.10.1978;15.10.1978;2;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;18.10.1978;19.10.1978;2;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;27.10.1978;27.10.1978;1;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;31.10.1978;03.11.1978;4;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;05.11.1978;06.11.1978;2;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;09.11.1978;11.11.1978;3;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;28.11.1978;28.11.1978;1;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;17.12.1978;18.12.1978;2;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;23.12.1978;23.12.1978;1;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;06.01.1979;06.01.1979;1;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;22.01.1979;22.01.1979;1;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;30.01.1979;30.01.1979;1;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;19.02.1979;21.02.1979;3;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;27.02.1979;27.02.1979;1;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;14.05.1979;14.05.1979;1;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;28.07.1979;28.07.1979;1;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;13.08.1979;13.08.1979;1;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;31.08.1979;31.08.1979;1;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;29.09.1979;30.09.1979;2;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;21.10.1979;21.10.1979;1;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;30.10.1979;30.10.1979;1;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;22.11.1979;22.11.1979;1;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;26.12.1979;26.12.1979;1;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;08.01.1980;09.01.1980;2;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;15.01.1980;15.01.1980;1;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;17.01.1980;19.01.1980;3;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;24.01.1980;24.01.1980;1;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;28.01.1980;29.01.1980;2;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;06.02.1980;06.02.1980;1;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;25.02.1980;26.02.1980;2;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;23.07.1980;23.07.1980;1;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;01.08.1980;01.08.1980;1;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;11.08.1980;11.08.1980;1;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;28.08.1980;28.08.1980;1;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;21.09.1980;24.09.1980;4;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;26.09.1980;26.09.1980;1;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;29.09.1980;29.09.1980;1;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;08.11.1980;08.11.1980;1;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;23.01.1981;23.01.1981;1;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;27.01.1981;30.01.1981;4;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;14.02.1981;14.02.1981;1;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;17.02.1981;17.02.1981;1;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;21.02.1981;22.02.1981;2;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;24.02.1981;24.02.1981;1;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;02.03.1981;02.03.1981;1;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;05.03.1981;05.03.1981;1;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;06.04.1981;06.04.1981;1;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;09.04.1981;09.04.1981;1;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;30.05.1981;30.05.1981;1;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;13.07.1981;13.07.1981;1;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;18.07.1981;18.07.1981;1;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;03.08.1981;03.08.1981;1;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;13.08.1981;13.08.1981;1;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;02.09.1981;03.09.1981;2;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;08.09.1981;08.09.1981;1;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;17.09.1981;17.09.1981;1;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;15.10.1981;15.10.1981;1;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;22.10.1981;23.10.1981;2;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;26.10.1981;27.10.1981;2;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;16.12.1981;17.12.1981;2;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;21.12.1981;21.12.1981;1;;eor;                                                                                                                                                      
3126;Magdeburg;MX_FX;23.12.1981;24.12.1981;2;;eor;                                                                                                                                                      
